Date,sp600,sp500
2020-06-26,23.371679306030273,3009.050048828125
2020-06-29,24.33776092529297,3053.239990234375
2020-06-30,24.68145751953125,3100.2900390625
2020-07-01,24.309890747070312,3115.860107421875
2020-07-02,24.45852279663086,3130.010009765625
2020-07-06,24.690752029418945,3179.719970703125
2020-07-07,24.189130783081055,3145.320068359375
2020-07-08,24.291311264038086,3169.93994140625
2020-07-09,23.752540588378906,3152.050048828125
2020-07-10,24.25415802001953,3185.0400390625
2020-07-13,24.040502548217773,3155.219970703125
2020-07-14,24.430648803710938,3197.52001953125
2020-07-15,25.340993881225586,3226.56005859375
2020-07-16,25.173786163330078,3215.570068359375
2020-07-17,25.145923614501953,3224.72998046875
2020-07-20,25.006582260131836,3251.840087890625
2020-07-21,25.526777267456055,3257.300048828125
2020-07-22,25.563936233520508,3276.02001953125
2020-07-23,25.74043083190918,3235.659912109375
2020-07-24,25.313127517700195,3215.6298828125
2020-07-27,25.601093292236328,3239.409912109375
2020-07-28,25.38743782043457,3218.43994140625
2020-07-29,26.0562686920166,3258.43994140625
2020-07-30,25.87977409362793,3246.219970703125
2020-07-31,25.72185516357422,3271.1201171875
2020-08-03,26.028398513793945,3294.610107421875
2020-08-04,26.158449172973633,3306.510009765625
2020-08-05,26.76224136352539,3327.77001953125
2020-08-06,26.61362075805664,3349.159912109375
2020-08-07,27.115232467651367,3351.280029296875
2020-08-10,27.37533187866211,3360.469970703125
2020-08-11,27.35675621032715,3333.68994140625
2020-08-12,27.46822738647461,3380.35009765625
2020-08-13,27.28244400024414,3373.429931640625
2020-08-14,27.273149490356445,3372.85009765625
2020-08-17,27.319602966308594,3381.989990234375
2020-08-18,26.985187530517578,3389.780029296875
2020-08-19,26.994474411010742,3374.85009765625
2020-08-20,26.76224136352539,3385.510009765625
2020-08-21,26.595041275024414,3397.159912109375
2020-08-24,27.05021095275879,3431.280029296875
2020-08-25,27.05021095275879,3443.6201171875
2020-08-26,26.827268600463867,3478.72998046875
2020-08-27,26.920164108276367,3484.550048828125
2020-08-28,27.115232467651367,3508.010009765625
2020-08-31,26.697221755981445,3500.31005859375
2020-09-01,27.031635284423828,3526.64990234375
2020-09-02,27.35675621032715,3580.840087890625
2020-09-03,26.64148712158203,3455.06005859375
2020-09-04,26.492856979370117,3426.9599609375
2020-09-08,25.898345947265625,3331.840087890625
2020-09-09,26.167736053466797,3398.9599609375
2020-09-10,25.824033737182617,3339.18994140625
2020-09-11,25.647539138793945,3340.969970703125
2020-09-14,26.093421936035156,3383.5400390625
2020-09-15,26.093421936035156,3401.199951171875
2020-09-16,26.288494110107422,3385.489990234375
2020-09-17,26.046974182128906,3357.010009765625
2020-09-18,25.963193893432617,3319.469970703125
2020-09-21,25.0871524810791,3281.06005859375
2020-09-22,25.236427307128906,3315.570068359375
2020-09-23,24.52737808227539,3236.919921875
2020-09-24,24.648658752441406,3246.590087890625
2020-09-25,24.91921615600586,3298.4599609375
2020-09-28,25.618934631347656,3351.60009765625
2020-09-29,25.441673278808594,3335.469970703125
2020-09-30,25.544296264648438,3363.0
2020-10-01,25.90814971923828,3380.800048828125
2020-10-02,26.16937828063965,3348.419921875
2020-10-05,26.738479614257812,3408.60009765625
2020-10-06,26.710487365722656,3360.969970703125
2020-10-07,27.130321502685547,3419.43994140625
2020-10-08,27.522165298461914,3446.830078125
2020-10-09,27.671432495117188,3477.139892578125
2020-10-12,27.86735725402832,3534.219970703125
2020-10-13,27.559478759765625,3511.929931640625
2020-10-14,27.391551971435547,3488.669921875
2020-10-15,27.746070861816406,3483.340087890625
2020-10-16,27.606128692626953,3483.81005859375
2020-10-19,27.270263671875,3426.919921875
2020-10-20,27.447526931762695,3443.1201171875
2020-10-21,27.34490394592285,3435.56005859375
2020-10-22,27.764726638793945,3453.489990234375
2020-10-23,27.90467071533203,3465.389892578125
2020-10-26,27.288928985595703,3400.969970703125
2020-10-27,26.95305633544922,3390.679931640625
2020-10-28,26.113401412963867,3271.030029296875
2020-10-29,26.523902893066406,3310.110107421875
2020-10-30,26.216022491455078,3269.9599609375
2020-11-02,26.757137298583984,3310.239990234375
2020-11-03,27.456859588623047,3369.159912109375
2020-11-04,27.176963806152344,3443.43994140625
2020-11-05,27.914005279541016,3510.449951171875
2020-11-06,27.671432495117188,3509.43994140625
2020-11-09,28.996231079101562,3550.5
2020-11-10,29.74259376525879,3545.530029296875
2020-11-11,29.583988189697266,3572.659912109375
2020-11-12,28.940250396728516,3537.010009765625
2020-11-13,29.72393226623535,3585.14990234375
2020-11-16,30.61956787109375,3626.909912109375
2020-11-17,30.778169631958008,3609.530029296875
2020-11-18,30.339685440063477,3567.7900390625
2020-11-19,30.544937133789062,3581.8701171875
2020-11-20,30.47962188720703,3557.5400390625
2020-11-23,31.207326889038086,3577.590087890625
2020-11-24,31.98168182373047,3635.409912109375
2020-11-25,31.720457077026367,3629.64990234375
2020-11-27,31.664480209350586,3638.35009765625
2020-11-30,30.93677520751953,3621.6298828125
2020-12-01,31.328615188598633,3662.449951171875
2020-12-02,31.46856117248535,3669.010009765625
2020-12-03,31.692468643188477,3666.719970703125
2020-12-04,32.46682357788086,3699.1201171875
2020-12-07,32.336204528808594,3691.9599609375
2020-12-08,32.64408874511719,3702.25
2020-12-09,32.64408874511719,3672.820068359375
2020-12-10,32.756038665771484,3668.10009765625
2020-12-11,32.522804260253906,3663.4599609375
2020-12-14,32.4388313293457,3647.489990234375
2020-12-15,33.297149658203125,3694.6201171875
2020-12-16,33.12921905517578,3701.169921875
2020-12-17,33.43709182739258,3722.47998046875
2020-12-18,33.1851921081543,3709.409912109375
2020-12-21,33.066200256347656,3694.919921875
2020-12-22,33.20674133300781,3687.260009765625
2020-12-23,33.58153533935547,3690.010009765625
2020-12-24,33.60028076171875,3703.06005859375
2020-12-28,33.71272659301758,3735.360107421875
2020-12-29,33.1505241394043,3727.0400390625
2020-12-30,33.48784255981445,3732.0400390625
2020-12-31,33.544063568115234,3756.070068359375
2021-01-04,33.19737243652344,3700.64990234375
2021-01-05,33.900108337402344,3726.860107421875
2021-01-06,35.54920196533203,3748.139892578125
2021-01-07,35.952117919921875,3803.7900390625
2021-01-08,35.67101287841797,3824.679931640625
2021-01-11,35.783451080322266,3799.610107421875
2021-01-12,36.401859283447266,3801.18994140625
2021-01-13,36.13951110839844,3809.840087890625
2021-01-14,36.92656707763672,3795.5400390625
2021-01-15,36.326900482177734,3768.25
2021-01-19,36.682952880859375,3798.909912109375
2021-01-20,36.851619720458984,3851.85009765625
2021-01-21,36.4487190246582,3853.070068359375
2021-01-22,36.879722595214844,3841.469970703125
2021-01-25,36.964054107666016,3855.360107421875
2021-01-26,36.95468521118164,3849.6201171875
2021-01-27,36.83287811279297,3750.77001953125
2021-01-28,36.1676139831543,3787.3798828125
2021-01-29,35.60542297363281,3714.239990234375
2021-02-01,36.22384262084961,3773.860107421875
2021-02-02,36.33627700805664,3826.31005859375
2021-02-03,36.45808029174805,3830.169921875
2021-02-04,37.09523010253906,3871.739990234375
2021-02-05,37.56372833251953,3886.830078125
2021-02-08,38.59441375732422,3915.590087890625
2021-02-09,38.84739303588867,3911.22998046875
2021-02-10,38.716217041015625,3909.8798828125
2021-02-11,38.82864761352539,3916.3798828125
2021-02-12,38.91297912597656,3934.830078125
2021-02-16,38.772438049316406,3932.590087890625
2021-02-17,38.61315155029297,3931.330078125
2021-02-18,38.02284240722656,3913.969970703125
2021-02-19,38.65999984741211,3906.7099609375
2021-02-22,38.90361022949219,3876.5
2021-02-23,38.65999984741211,3881.3701171875
2021-02-24,39.73752975463867,3925.429931640625
2021-02-25,38.52882385253906,3829.340087890625
2021-02-26,38.32268524169922,3811.14990234375
2021-03-01,39.49392318725586,3901.820068359375
2021-03-02,38.81929397583008,3870.2900390625
2021-03-03,38.89424133300781,3819.719970703125
2021-03-04,38.144657135009766,3768.469970703125
2021-03-05,39.016048431396484,3841.93994140625
2021-03-08,39.84060287475586,3821.35009765625
2021-03-09,40.234127044677734,3875.43994140625
2021-03-10,41.03993606567383,3898.81005859375
2021-03-11,41.54591369628906,3939.340087890625
2021-03-12,41.93006896972656,3943.340087890625
2021-03-15,41.92071533203125,3968.93994140625
2021-03-16,41.23670959472656,3962.7099609375
2021-03-17,41.452205657958984,3974.1201171875
2021-03-18,40.533966064453125,3915.4599609375
2021-03-19,40.590187072753906,3913.10009765625
2021-03-22,40.106468200683594,3940.590087890625
2021-03-23,38.66000747680664,3910.52001953125
2021-03-24,38.04009246826172,3889.139892578125
2021-03-25,39.03571319580078,3909.52001953125
2021-03-26,39.965579986572266,3974.5400390625
2021-03-29,38.9793586730957,3971.090087890625
2021-03-30,39.51472854614258,3958.550048828125
2021-03-31,39.70259475708008,3972.889892578125
2021-04-01,40.23796844482422,4019.8701171875
2021-04-05,40.444602966308594,4077.909912109375
2021-04-06,40.350677490234375,4073.93994140625
2021-04-07,39.76833724975586,4079.949951171875
2021-04-08,40.012535095214844,4097.169921875
2021-04-09,40.05950927734375,4128.7998046875
2021-04-12,40.1252555847168,4127.990234375
2021-04-13,39.8152961730957,4141.58984375
2021-04-14,40.23796844482422,4124.66015625
2021-04-15,40.378849029541016,4170.419921875
2021-04-16,40.51034927368164,4185.47021484375
2021-04-19,40.050113677978516,4163.259765625
2021-04-20,39.13902282714844,4134.93994140625
2021-04-21,40.05950927734375,4173.419921875
2021-04-22,39.85285949707031,4134.97998046875
2021-04-23,40.54792785644531,4180.169921875
2021-04-26,40.77334976196289,4187.6201171875
2021-04-27,40.895450592041016,4186.72021484375
2021-04-28,40.94240951538086,4183.18017578125
2021-04-29,40.97059631347656,4211.47021484375
2021-04-30,40.42582321166992,4181.169921875
2021-05-03,40.87666702270508,4192.66015625
2021-05-04,40.670021057128906,4164.66015625
2021-05-05,40.670021057128906,4167.58984375
2021-05-06,40.91423797607422,4201.6201171875
2021-05-07,41.28993225097656,4232.60009765625
2021-05-10,40.416419982910156,4188.43017578125
2021-05-11,40.16282653808594,4152.10009765625
2021-05-12,38.91360855102539,4063.0400390625
2021-05-13,39.87165069580078,4112.5
2021-05-14,40.73577117919922,4173.85009765625
2021-05-17,40.8109130859375,4163.2900390625
2021-05-18,40.360069274902344,4127.830078125
2021-05-19,40.08768081665039,4115.68017578125
2021-05-20,40.22857666015625,4159.1201171875
2021-05-21,40.388248443603516,4155.85986328125
2021-05-24,40.59488296508789,4197.0498046875
2021-05-25,40.16282653808594,4188.1298828125
2021-05-26,40.95179748535156,4195.990234375
2021-05-27,41.42142868041992,4200.8798828125
2021-05-28,41.29933547973633,4204.10986328125
2021-06-01,41.947418212890625,4202.0400390625
2021-06-02,41.862892150878906,4208.1201171875
2021-06-03,41.54353713989258,4192.85009765625
2021-06-04,41.618682861328125,4229.89013671875
2021-06-07,42.06013107299805,4226.52001953125
2021-06-08,42.54854202270508,4227.259765625
2021-06-09,42.191627502441406,4219.5498046875
2021-06-10,41.599891662597656,4239.18017578125
2021-06-11,42.013160705566406,4247.43994140625
2021-06-14,41.76896667480469,4255.14990234375
2021-06-15,41.83470916748047,4246.58984375
2021-06-16,41.8159294128418,4223.7001953125
2021-06-17,41.08330154418945,4221.85986328125
2021-06-18,40.03133010864258,4166.4501953125
2021-06-21,40.95729064941406,4224.7900390625
2021-06-22,41.145694732666016,4246.43994140625
2021-06-23,41.23047637939453,4241.83984375
2021-06-24,41.795654296875,4266.490234375
2021-06-25,41.823917388916016,4280.7001953125
2021-06-28,41.38117980957031,4290.60986328125
2021-06-29,41.27756881713867,4291.7998046875
2021-06-30,41.39060592651367,4297.5
2021-07-01,41.663780212402344,4319.93994140625
2021-07-02,41.23047637939453,4352.33984375
2021-07-06,40.64643859863281,4343.5400390625
2021-07-07,40.401527404785156,4358.1298828125
2021-07-08,39.89285659790039,4320.81982421875
2021-07-09,40.92903518676758,4369.5498046875
2021-07-12,41.089176177978516,4384.6298828125
2021-07-13,40.316749572753906,4369.2099609375
2021-07-14,39.89285659790039,4374.2998046875
2021-07-15,39.67620086669922,4360.02978515625
2021-07-16,39.11101531982422,4327.16015625
2021-07-19,38.34801483154297,4258.490234375
2021-07-20,39.53489685058594,4323.06005859375
2021-07-21,40.18486785888672,4358.68994140625
2021-07-22,39.45012664794922,4367.47998046875
2021-07-23,39.69504165649414,4411.7900390625
2021-07-26,40.043575286865234,4422.2998046875
2021-07-27,39.723297119140625,4401.4599609375
2021-07-28,40.043575286865234,4400.64013671875
2021-07-29,40.53339767456055,4419.14990234375
2021-07-30,40.401527404785156,4395.259765625
2021-08-02,40.20370864868164,4387.16015625
2021-08-03,40.50514602661133,4423.14990234375
2021-08-04,39.82692337036133,4402.66015625
2021-08-05,40.392112731933594,4429.10009765625
2021-08-06,40.87252426147461,4436.52001953125
2021-08-09,40.51456069946289,4432.35009765625
2021-08-10,40.90077209472656,4436.75
2021-08-11,41.18336868286133,4442.41015625
2021-08-12,41.004390716552734,4460.830078125
2021-08-13,40.7217903137207,4468.0
2021-08-16,40.47688674926758,4479.7099609375
2021-08-17,39.91170120239258,4448.080078125
2021-08-18,39.582008361816406,4400.27001953125
2021-08-19,39.19579315185547,4405.7998046875
2021-08-20,39.85517501831055,4441.669921875
2021-08-23,40.34501266479492,4479.52978515625
2021-08-24,40.61817932128906,4486.22998046875
2021-08-25,40.78773498535156,4496.18994140625
2021-08-26,40.316749572753906,4470.0
2021-08-27,41.45654296875,4509.3701171875
2021-08-30,41.249305725097656,4528.7900390625
2021-08-31,41.21162796020508,4522.68017578125
2021-09-01,41.35292434692383,4524.08984375
2021-09-02,41.569580078125,4536.9501953125
2021-09-03,41.31523895263672,4535.43017578125
2021-09-07,40.9478759765625,4520.02978515625
2021-09-08,40.571083068847656,4514.06982421875
2021-09-09,40.48630905151367,4493.27978515625
2021-09-10,40.05299758911133,4458.580078125
2021-09-13,40.34501266479492,4468.72998046875
2021-09-14,39.82692337036133,4443.0498046875
2021-09-15,40.25080871582031,4480.7001953125
2021-09-16,40.156612396240234,4473.75
2021-09-17,40.147193908691406,4432.990234375
2021-09-20,39.400753021240234,4357.72998046875
2021-09-21,39.36294937133789,4354.18994140625
2021-09-22,40.005470275878906,4395.64013671875
2021-09-23,40.695213317871094,4448.97998046875
2021-09-24,40.62907791137695,4455.47998046875
2021-09-27,41.34716033935547,4443.10986328125
2021-09-28,40.742454528808594,4352.6298828125
2021-09-29,40.89363098144531,4359.4599609375
2021-09-30,40.251121520996094,4307.5400390625
2021-10-01,40.99757385253906,4357.0400390625
2021-10-04,40.84638214111328,4300.4599609375
2021-10-05,40.94087600708008,4345.72021484375
2021-10-06,40.638519287109375,4363.5498046875
2021-10-07,41.281028747558594,4399.759765625
2021-10-08,41.03535842895508,4391.33984375
2021-10-11,40.789703369140625,4361.18994140625
2021-10-12,40.92198181152344,4350.64990234375
2021-10-13,40.91252136230469,4363.7998046875
2021-10-14,41.40385818481445,4438.259765625
2021-10-15,41.23378372192383,4471.3701171875
2021-10-18,41.34716033935547,4486.4599609375
2021-10-19,41.37550735473633,4519.6298828125
2021-10-20,41.6495246887207,4536.18994140625
2021-10-21,41.73454666137695,4549.77978515625
2021-10-22,41.75345993041992,4544.89990234375
2021-10-25,42.103065490722656,4566.47998046875
2021-10-26,41.73454666137695,4574.7900390625
2021-10-27,40.91252136230469,4551.68017578125
2021-10-28,41.68731689453125,4596.419921875
2021-10-29,41.62116622924805,4605.3798828125
2021-11-01,42.62273025512695,4613.669921875
2021-11-02,42.53769302368164,4630.64990234375
2021-11-03,43.473106384277344,4660.56982421875
2021-11-04,43.40696716308594,4680.06005859375
2021-11-05,44.323482513427734,4697.52978515625
2021-11-08,44.351829528808594,4701.7001953125
2021-11-09,44.21955108642578,4685.25
2021-11-10,43.77546310424805,4646.7099609375
2021-11-11,44.049468994140625,4649.27001953125
2021-11-12,44.030574798583984,4682.85009765625
2021-11-15,44.0400276184082,4682.7998046875
2021-11-16,44.172306060791016,4700.89990234375
2021-11-17,43.662078857421875,4688.669921875
2021-11-18,43.567588806152344,4704.5400390625
2021-11-19,43.04792404174805,4697.9599609375
2021-11-22,43.36918258666992,4682.93994140625
2021-11-23,43.397518157958984,4690.7001953125
2021-11-24,43.255794525146484,4701.4599609375
2021-11-26,41.6495246887207,4594.6201171875
2021-11-29,41.545589447021484,4655.27001953125
2021-11-30,40.64796447753906,4567.0
2021-12-01,40.024356842041016,4513.0400390625
2021-12-02,41.1392936706543,4577.10009765625
2021-12-03,40.638519287109375,4538.43017578125
2021-12-06,41.61172866821289,4591.669921875
2021-12-07,42.178653717041016,4686.75
2021-12-08,42.386512756347656,4701.2099609375
2021-12-09,41.6967658996582,4667.4501953125
2021-12-10,41.72510528564453,4712.02001953125
2021-12-13,41.025909423828125,4668.97021484375
2021-12-14,40.78024673461914,4634.08984375
2021-12-15,41.30937194824219,4709.85009765625
2021-12-16,40.6196174621582,4668.669921875
2021-12-17,40.714107513427734,4620.64013671875
2021-12-20,40.15312576293945,4568.02001953125
2021-12-21,41.313133239746094,4649.22998046875
2021-12-22,41.78853988647461,4696.56005859375
2021-12-23,42.03574752807617,4725.7900390625
2021-12-27,42.663291931152344,4791.18994140625
2021-12-28,42.51116180419922,4786.35009765625
2021-12-29,42.70132064819336,4793.06005859375
2021-12-30,42.51116180419922,4778.72998046875
2021-12-31,42.49214172363281,4766.18017578125
2022-01-03,42.958045959472656,4796.56005859375
2022-01-04,43.26230239868164,4793.5400390625
2022-01-05,42.14033889770508,4700.580078125
2022-01-06,42.43509292602539,4696.0498046875
2022-01-07,41.96919250488281,4677.02978515625
2022-01-10,41.82657241821289,4670.2900390625
2022-01-11,42.092796325683594,4713.06982421875
2022-01-12,41.92164611816406,4726.35009765625
2022-01-13,41.90262985229492,4659.02978515625
2022-01-14,42.08328628540039,4662.85009765625
2022-01-18,40.96133041381836,4577.10986328125
2022-01-19,40.28623962402344,4532.759765625
2022-01-20,39.42099380493164,4482.72998046875
2022-01-21,38.898040771484375,4397.93994140625
2022-01-24,39.81083297729492,4410.1298828125
2022-01-25,39.34492111206055,4356.4501953125
2022-01-26,38.73640823364258,4349.93017578125
2022-01-27,37.94721221923828,4326.509765625
2022-01-28,38.5367317199707,4431.85009765625
2022-01-31,39.354434967041016,4515.5498046875
2022-02-01,39.68722152709961,4546.5400390625
2022-02-02,39.506568908691406,4589.3798828125
2022-02-03,38.93607711791992,4477.43994140625
2022-02-04,38.92656707763672,4500.52978515625
2022-02-07,38.93607711791992,4483.8701171875
2022-02-08,39.64918899536133,4521.5400390625
2022-02-09,40.1055793762207,4587.18017578125
2022-02-10,39.58263397216797,4504.080078125
2022-02-11,39.46854019165039,4418.64013671875
2022-02-14,39.37344741821289,4401.669921875
2022-02-15,40.25771713256836,4471.06982421875
2022-02-16,40.3623046875,4475.009765625
2022-02-17,39.60165786743164,4380.259765625
2022-02-18,39.4114875793457,4348.8701171875
2022-02-22,38.86001205444336,4304.759765625
2022-02-23,38.270503997802734,4225.5
2022-02-24,38.91706466674805,4288.7001953125
2022-02-25,39.76328659057617,4384.64990234375
2022-02-28,39.94394302368164,4373.93994140625
2022-03-01,39.17378234863281,4306.259765625
2022-03-02,40.23869323730469,4386.5400390625
2022-03-03,40.00099182128906,4363.490234375
2022-03-04,39.46854019165039,4328.8701171875
2022-03-07,38.574764251708984,4201.08984375
2022-03-08,38.707881927490234,4170.7001953125
2022-03-09,39.53509521484375,4277.8798828125
2022-03-10,39.487552642822266,4259.52001953125
2022-03-11,39.03115463256836,4204.31005859375
2022-03-14,38.574764251708984,4173.10986328125
2022-03-15,38.99312210083008,4262.4501953125
2022-03-16,39.981971740722656,4357.85986328125
2022-03-17,40.46689224243164,4411.669921875
2022-03-18,40.67607879638672,4463.1201171875
2022-03-21,40.44944763183594,4461.18017578125
2022-03-22,40.6017951965332,4511.60986328125
2022-03-23,39.878135681152344,4456.240234375
2022-03-24,40.192359924316406,4520.16015625
2022-03-25,40.468502044677734,4543.06005859375
2022-03-28,40.27804946899414,4575.52001953125
2022-03-29,41.25882339477539,4631.60009765625
2022-03-30,40.54467010498047,4602.4501953125
2022-03-31,40.059051513671875,4530.41015625
2022-04-01,40.49706268310547,4545.85986328125
2022-04-04,40.34471130371094,4582.64013671875
2022-04-05,39.449649810791016,4525.1201171875
2022-04-06,38.98306655883789,4481.14990234375
2022-04-07,38.93545150756836,4500.2099609375
2022-04-08,38.745018005371094,4488.27978515625
2022-04-11,38.49744415283203,4412.52978515625
2022-04-12,38.70692825317383,4397.4501953125
2022-04-13,39.354427337646484,4446.58984375
2022-04-14,39.07828140258789,4392.58984375
2022-04-18,38.95450210571289,4391.68994140625
2022-04-19,39.69721221923828,4462.2099609375
2022-04-20,39.97334671020508,4459.4501953125
2022-04-21,39.354427337646484,4393.66015625
2022-04-22,38.3641357421875,4271.77978515625
2022-04-25,38.44983673095703,4296.1201171875
2022-04-26,37.297664642333984,4175.2001953125
2022-04-27,37.19293212890625,4183.9599609375
2022-04-28,37.964210510253906,4287.5
2022-04-29,36.94535446166992,4131.93017578125
2022-05-02,37.202449798583984,4155.3798828125
2022-05-03,37.59285354614258,4175.47998046875
2022-05-04,38.5926628112793,4300.169921875
2022-05-05,37.18341064453125,4146.8701171875
2022-05-06,36.793006896972656,4123.33984375
2022-05-09,35.745574951171875,3991.239990234375
2022-05-10,35.50753402709961,4001.050048828125
2022-05-11,34.917171478271484,3935.179931640625
2022-05-12,35.35518264770508,3930.080078125
2022-05-13,36.2407341003418,4023.889892578125
2022-05-16,36.088375091552734,4008.010009765625
2022-05-17,37.16436004638672,4088.85009765625
2022-05-18,35.98363494873047,3923.679931640625
2022-05-19,35.85032653808594,3900.7900390625
2022-05-20,35.67892837524414,3901.360107421875
2022-05-23,36.078857421875,3973.75
2022-05-24,35.697975158691406,3941.47998046875
2022-05-25,36.4311637878418,3978.72998046875
2022-05-26,37.202449798583984,4057.840087890625
2022-05-27,38.06895065307617,4158.240234375
2022-05-31,37.659507751464844,4132.14990234375
2022-06-01,37.50715255737305,4101.22998046875
2022-06-02,38.25939178466797,4176.81982421875
2022-06-03,37.87850570678711,4108.5400390625
2022-06-06,38.1546516418457,4121.43017578125
2022-06-07,38.5736198425293,4160.68017578125
2022-06-08,37.92612075805664,4115.77001953125
